County,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
041,"Desha County, Arkansas",11709.0,40.1,31893.0,19235.0,3363.0,28.721496284909044,3.4674182252967802
049,"Fulton County, Arkansas",12231.0,48.4,35405.0,19697.0,2491.0,20.366282397187476,2.0031068596190007
061,"Howard County, Arkansas",13311.0,39.2,36059.0,24481.0,2539.0,19.07444970325295,3.080159266771843
051,"Garland County, Arkansas",98555.0,45.0,44777.0,27171.0,18032.0,18.296382730455075,2.427071178529755
093,"Mississippi County, Arkansas",42126.0,36.6,39962.0,22750.0,10017.0,23.778664007976072,4.187437686939182
115,"Pope County, Arkansas",63761.0,35.3,43462.0,23391.0,11349.0,17.799281692570695,2.8591145057323444
117,"Prairie County, Arkansas",8189.0,47.2,42660.0,25789.0,1180.0,14.409573818537062,3.19941384784467
139,"Union County, Arkansas",39449.0,40.3,44663.0,25193.0,7444.0,18.869933331643388,2.0659585794316713
147,"Woodruff County, Arkansas",6533.0,45.5,32845.0,23423.0,1596.0,24.42981784784938,3.4593601714373183
023,"Cleburne County, Arkansas",25100.0,49.4,44483.0,27227.0,3452.0,13.752988047808765,1.8525896414342629
025,"Cleveland County, Arkansas",8128.0,42.9,46684.0,24225.0,1475.0,18.147145669291337,2.1899606299212597
067,"Jackson County, Arkansas",17027.0,39.7,34109.0,20295.0,3489.0,20.49098490632525,2.6428613378751393
057,"Hempstead County, Arkansas",21842.0,40.4,42860.0,21521.0,4892.0,22.397216372127094,2.0373592161889937
135,"Sharp County, Arkansas",17139.0,47.6,34671.0,21423.0,3743.0,21.839080459770116,1.569519808623607
137,"Stone County, Arkansas",12475.0,50.1,38188.0,20695.0,2449.0,19.6312625250501,2.428857715430862
143,"Washington County, Arkansas",232289.0,32.0,50451.0,27790.0,36730.0,15.812199458433245,2.405193530472816
005,"Baxter County, Arkansas",41427.0,52.2,42260.0,26863.0,5360.0,12.93842180220629,1.865932845728631
003,"Ashley County, Arkansas",20270.0,41.7,44744.0,23391.0,3347.0,16.512086827824373,2.200296003946719
031,"Craighead County, Arkansas",107345.0,34.2,47286.0,26948.0,17130.0,15.957892775629977,3.0648842517117703
055,"Greene County, Arkansas",44937.0,38.0,47056.0,23494.0,7246.0,16.124796937935333,3.4492734272425842
105,"Perry County, Arkansas",10355.0,43.7,48667.0,23164.0,1830.0,17.67262192177692,2.1342346692419123
111,"Poinsett County, Arkansas",23896.0,40.1,40921.0,20963.0,5000.0,20.92400401740877,2.540174087713425
133,"Sevier County, Arkansas",17081.0,35.3,47704.0,22320.0,3590.0,21.01750482992799,2.4998536385457526
013,"Calhoun County, Arkansas",5192.0,44.5,46417.0,23688.0,680.0,13.097072419106317,1.8682588597842835
019,"Clark County, Arkansas",22386.0,33.7,41620.0,21337.0,4017.0,17.94425087108014,0.9604216921290092
075,"Lawrence County, Arkansas",16549.0,40.8,39993.0,21473.0,2497.0,15.088524986404012,3.0998851894374284
095,"Monroe County, Arkansas",7050.0,47.3,38468.0,23538.0,1887.0,26.76595744680851,3.4326241134751774
029,"Conway County, Arkansas",20858.0,42.5,42802.0,25158.0,3649.0,17.494486527950905,3.0779557004506666
101,"Newton County, Arkansas",7812.0,49.0,38082.0,19735.0,1226.0,15.693804403481822,1.3440860215053763
001,"Arkansas County, Arkansas",17914.0,40.7,46696.0,26386.0,3041.0,16.975549849279894,2.712961929217372
085,"Lonoke County, Arkansas",72528.0,36.2,59094.0,27293.0,8775.0,12.098775645268034,1.671078755790867
015,"Carroll County, Arkansas",27965.0,45.0,46110.0,25295.0,4096.0,14.646880028607187,1.6341855891292687
123,"St. Francis County, Arkansas",25900.0,38.8,35348.0,18447.0,5585.0,21.563706563706564,2.1621621621621623
119,"Pulaski County, Arkansas",392967.0,37.2,51749.0,32692.0,64988.0,16.53777543661427,2.2884873284525162
047,"Merced County, California",271382.0,31.1,53672.0,23011.0,56217.0,20.71508058751133,5.2092622207810395
043,"Mariposa County, California",17420.0,51.7,48820.0,28757.0,2616.0,15.017221584385764,3.6394948335246844
049,"Modoc County, California",8907.0,47.8,45507.0,22843.0,1618.0,18.165487818569666,3.1211406758729088
013,"Contra Costa County, California",1142251.0,39.7,99716.0,48178.0,98595.0,8.631640506333547,2.7482576071283806
027,"Inyo County, California",17977.0,45.8,57316.0,32590.0,1635.0,9.094954664293263,1.974745508149302
099,"Stanislaus County, California",543194.0,34.1,60704.0,26258.0,81415.0,14.988199427828732,4.197395405692994
083,"Santa Barbara County, California",444829.0,33.8,74624.0,36039.0,57556.0,12.938904612783789,2.955517738276956
103,"Tehama County, California",63912.0,41.0,44514.0,24301.0,13930.0,21.795593941669797,3.626861935160846
051,"Mono County, California",14310.0,37.7,62260.0,34552.0,1713.0,11.970649895178196,2.0335429769392035
069,"San Benito County, California",60376.0,35.7,86958.0,33174.0,5061.0,8.38246985557175,3.5825493573605405
029,"Bryan County, Georgia",37063.0,34.6,72624.0,31623.0,4565.0,12.31686587702021,3.2215416992688124
035,"Butts County, Georgia",24090.0,38.6,43471.0,27195.0,4565.0,18.949771689497716,1.9925280199252802
039,"Camden County, Georgia",53231.0,32.8,56951.0,29741.0,7961.0,14.955571001859818,3.035824989198024
079,"Crawford County, Georgia",12325.0,44.4,46283.0,23204.0,2430.0,19.71602434077079,3.5537525354969572
099,"Early County, Georgia",10312.0,39.9,30640.0,19026.0,3086.0,29.92629945694337,3.4619860356865786
069,"Coffee County, Georgia",43021.0,36.3,40859.0,19905.0,7786.0,18.098138118593244,1.6178145556821086
077,"Coweta County, Georgia",143260.0,39.0,75913.0,33875.0,15191.0,10.603797291637582,2.1087533156498672
123,"Gilmer County, Georgia",30414.0,47.2,52625.0,27282.0,5059.0,16.633787071743278,1.8971526270796344
297,"Walton County, Georgia",91442.0,38.7,61599.0,27889.0,10901.0,11.92121782113252,2.474792764812668
317,"Wilkes County, Georgia",9844.0,45.1,37838.0,24674.0,2294.0,23.303535148313692,1.300284437220642
091,"Dodge County, Georgia",20829.0,41.8,39302.0,20216.0,4075.0,19.564069326419894,2.2660713428393104
129,"Gordon County, Georgia",57202.0,38.4,45865.0,24092.0,10186.0,17.807069682878222,1.5803643229257718
057,"Cherokee County, Georgia",247515.0,38.7,82740.0,36503.0,18356.0,7.416116194978082,1.9578611397289054
113,"Fayette County, Georgia",112303.0,43.4,90145.0,44061.0,6167.0,5.491393818508856,1.911792205016785
177,"Lee County, Georgia",29502.0,37.2,69280.0,29348.0,3632.0,12.31102976069419,3.233679072605247
227,"Pickens County, Georgia",31387.0,45.4,67631.0,31965.0,3175.0,10.11565297734731,2.3258036766814287
133,"Greene County, Georgia",17349.0,50.2,52129.0,37818.0,3353.0,19.326762349414953,2.1845639518127844
075,"Cook County, Georgia",17177.0,37.3,41854.0,20128.0,4051.0,23.58386214123537,2.4800605460790592
085,"Dawson County, Georgia",24536.0,43.6,66281.0,34239.0,2084.0,8.49364199543528,2.0255950440169546
121,"Fulton County, Georgia",1036200.0,35.5,69673.0,47163.0,144224.0,13.918548542752365,3.0303030303030303
001,"Hawaii County, Hawaii",199459.0,42.7,62409.0,30542.0,30632.0,15.357542151519862,2.898841365894745
003,"Honolulu County, Hawaii",984821.0,37.9,85857.0,36816.0,79070.0,8.028870221085862,1.981375295612096
007,"Kauai County, Hawaii",71769.0,42.6,83554.0,33143.0,5752.0,8.014602404938065,2.010617397483593
005,"Kalawao County, Hawaii",66.0,57.4,69375.0,49118.0,6.0,9.090909090909092,0.0
031,"Cassia County, Idaho",23690.0,32.9,52935.0,21687.0,3334.0,14.073448712536935,1.2536935415787251
063,"Lincoln County, Idaho",5350.0,35.1,50053.0,21656.0,641.0,11.981308411214954,1.8130841121495327
085,"Valley County, Idaho",10709.0,50.6,64475.0,33709.0,764.0,7.134186198524605,0.7657110841348399
041,"Franklin County, Idaho",13464.0,32.8,57215.0,24185.0,1394.0,10.353535353535353,0.6758764111705288
069,"Nez Perce County, Idaho",40217.0,40.8,58107.0,29544.0,5215.0,12.967153193922968,1.8723425417112167
055,"Kootenai County, Idaho",157322.0,40.2,57242.0,29948.0,18244.0,11.596598060029748,2.0009915968523155
067,"Minidoka County, Idaho",20705.0,35.2,53370.0,24262.0,3428.0,16.55638734605168,1.7580294614827336
083,"Twin Falls County, Idaho",84869.0,34.7,52919.0,25352.0,11975.0,14.109981265244082,1.6142525539360661
013,"Blaine County, Idaho",22373.0,43.2,56694.0,33645.0,2797.0,12.501676127475081,1.1352970097885844
015,"Boise County, Idaho",7378.0,54.0,59646.0,31975.0,787.0,10.666847384114936,2.263486039577121
023,"Butte County, Idaho",2581.0,45.2,42132.0,30294.0,458.0,17.745060054242543,1.8597442851607904
047,"Gooding County, Idaho",15148.0,38.7,47204.0,23607.0,2443.0,16.1275415896488,2.6340110905730127
001,"Ada County, Idaho",456849.0,37.0,66293.0,34919.0,48513.0,10.619044804738547,2.0243012461447876
007,"Bear Lake County, Idaho",6000.0,39.6,54167.0,26378.0,998.0,16.633333333333333,1.3333333333333333
011,"Bingham County, Idaho",45839.0,33.6,55472.0,23059.0,5039.0,10.992822705556405,2.1750038177098103
025,"Camas County, Idaho",1048.0,44.5,39688.0,30209.0,163.0,15.553435114503817,1.1450381679389312
035,"Clearwater County, Idaho",8673.0,50.4,43915.0,23412.0,989.0,11.403205349936584,2.4213075060532687
051,"Jefferson County, Idaho",28534.0,31.5,63048.0,24677.0,1953.0,6.844466250788533,2.1307913366510127
039,"Lane County, Oregon",373340.0,39.4,52426.0,29705.0,64457.0,17.26495955429367,3.4435099373225477
181,"Surry County, Virginia",6523.0,49.8,57962.0,30260.0,1033.0,15.836271654146865,2.92810056722367
043,"Clarke County, Virginia",14423.0,47.0,80026.0,41332.0,1080.0,7.488039936212993,2.3018789433543647
117,"Mecklenburg County, Virginia",30728.0,48.4,43207.0,25056.0,5627.0,18.31228846654517,1.5978911741733923
015,"Augusta County, Virginia",75079.0,45.1,62711.0,30272.0,6128.0,8.162069287017674,1.700875078250909
075,"Goochland County, Virginia",22865.0,48.3,93994.0,51720.0,1133.0,4.955171659741963,1.7843866171003717
113,"Madison County, Virginia",13170.0,45.6,57895.0,30777.0,852.0,6.469248291571754,2.5208807896735004
161,"Roanoke County, Virginia",93823.0,43.8,68948.0,36469.0,6335.0,6.752075717041664,1.6072817965744006
025,"Brunswick County, Virginia",16520.0,43.3,44434.0,21732.0,2883.0,17.451573849878933,3.861985472154964
131,"Northampton County, Virginia",11885.0,49.0,47227.0,28518.0,2079.0,17.492637778712663,1.7164493058477073
163,"Rockbridge County, Virginia",22570.0,49.0,54600.0,31539.0,3167.0,14.031900753212229,2.264067346034559
720,"Norton city, Virginia",3970.0,37.5,29000.0,21741.0,1102.0,27.758186397984886,4.811083123425693
570,"Colonial Heights city, Virginia",17428.0,40.6,54550.0,28364.0,2083.0,11.952031214138168,3.9304567362864358
021,"Bland County, Virginia",6388.0,46.4,48531.0,22522.0,564.0,8.829054477144647,2.0507201001878523
023,"Botetourt County, Virginia",33343.0,47.2,71110.0,35893.0,2126.0,6.376150916234292,1.5805416429235521
520,"Bristol city, Virginia",16912.0,42.2,37500.0,23015.0,3753.0,22.191343424787135,2.654919583727531
830,"Williamsburg city, Virginia",14927.0,24.9,57463.0,29758.0,2188.0,14.658002277751725,2.6328130233804514
035,"Carroll County, Virginia",29801.0,47.6,44835.0,25449.0,4315.0,14.479379886580988,1.2281467064863596
067,"Sacramento County, California",1524553.0,36.2,67151.0,32751.0,220713.0,14.477227095417476,3.2225183381620712
017,"El Dorado County, California",188563.0,45.9,83377.0,42749.0,15643.0,8.295901104670588,2.607616552558031
053,"Monterey County, California",433410.0,34.4,71015.0,30073.0,54393.0,12.550010382778432,2.2371426593756487
075,"San Francisco County, California",874961.0,38.2,112449.0,68883.0,89030.0,10.175310670989907,2.6332602253129
073,"San Diego County, California",3316073.0,35.8,78980.0,38073.0,374787.0,11.30213357787962,3.059190795860043
107,"Tulare County, California",461898.0,31.0,49687.0,21380.0,108512.0,23.49263257255931,4.079039095211497
023,"Humboldt County, California",135940.0,38.4,48041.0,28769.0,26674.0,19.621892011181405,3.8642047962336323
003,"Alpine County, California",1039.0,52.2,63750.0,36739.0,205.0,19.73051010587103,4.716073147256978
039,"Madera County, California",155433.0,34.1,57585.0,22853.0,29273.0,18.833195010068646,3.5732437770614993
087,"Santa Cruz County, California",273962.0,37.8,82234.0,41312.0,34419.0,12.56342120440061,3.016476737649747
105,"Trinity County, California",12700.0,52.5,40846.0,26523.0,2372.0,18.677165354330707,3.4015748031496065
065,"Riverside County, California",2411439.0,35.6,67005.0,28596.0,325279.0,13.488999721742909,3.45669121217663
071,"San Bernardino County, California",2149031.0,33.3,63362.0,25215.0,333613.0,15.52388029767835,3.5311728867568686
041,"Marin County, California",259943.0,46.8,115246.0,72466.0,18349.0,7.058855210565393,1.9385019023401284
061,"Placer County, California",385512.0,42.0,89691.0,43759.0,29588.0,7.674988067816306,2.0497416422835086
089,"Shasta County, California",179212.0,41.5,54667.0,29720.0,29423.0,16.417985402763208,2.3882329308305246
095,"Solano County, California",441829.0,38.1,81472.0,35400.0,41121.0,9.306994334912376,2.985544181119845
011,"Colusa County, California",21454.0,35.3,59401.0,26932.0,2774.0,12.929989745502004,2.0275939218793697
029,"Copiah County, Mississippi",28501.0,38.5,42151.0,20093.0,6611.0,23.195677344654573,3.059541770464194
049,"Hinds County, Mississippi",238797.0,34.8,44625.0,23734.0,48955.0,20.50067630665377,4.492518750235556
145,"Union County, Mississippi",28507.0,37.9,45754.0,21705.0,4255.0,14.926158487389062,2.6940751394394358
139,"Tippah County, Mississippi",22018.0,38.8,39246.0,19501.0,4321.0,19.62485239349623,1.8484876010536833
035,"Forrest County, Mississippi",75224.0,32.5,39840.0,22534.0,18604.0,24.731468680208444,3.805966181006062
071,"Lafayette County, Mississippi",53590.0,30.5,50272.0,27765.0,10788.0,20.130621384586675,2.832618025751073
087,"Lowndes County, Mississippi",59150.0,37.1,50441.0,26438.0,11722.0,19.817413355874894,3.621301775147929
157,"Wilkinson County, Mississippi",8875.0,37.8,27313.0,15475.0,2673.0,30.11830985915493,3.2
065,"Jefferson Davis County, Mississippi",11339.0,44.0,32116.0,20638.0,2781.0,24.525972307963666,3.7304876973278067
123,"Scott County, Mississippi",28332.0,36.4,34943.0,22203.0,7141.0,25.204715516024283,2.943667937314697
163,"Yazoo County, Mississippi",28565.0,36.1,33279.0,19972.0,7503.0,26.266409942237004,5.39121302293016
011,"Bolivar County, Mississippi",31848.0,35.6,29854.0,18843.0,10593.0,33.261115297663906,3.0268776689274053
113,"Pike County, Mississippi",39532.0,37.2,31784.0,17621.0,12637.0,31.96650814530001,1.8314277041384195
131,"Stone County, Mississippi",18276.0,38.7,45483.0,23820.0,3466.0,18.964762530094113,1.5539505362223682
069,"Kemper County, Mississippi",9943.0,41.4,31103.0,16995.0,2579.0,25.937845720607463,3.902242783868048
133,"Sunflower County, Mississippi",26168.0,35.6,30838.0,15646.0,6937.0,26.509477224090492,4.987007031488841
001,"Adams County, Mississippi",31266.0,41.4,29936.0,18386.0,9052.0,28.951576792682147,3.748480777841745
033,"DeSoto County, Mississippi",178975.0,36.8,67038.0,30195.0,16261.0,9.08562648414583,2.785863947478698
045,"Delaware County, Pennsylvania",564554.0,39.0,74477.0,40026.0,54356.0,9.628131232796154,2.9368315519861694
111,"Somerset County, Pennsylvania",74361.0,46.1,49089.0,25781.0,8559.0,11.510065760277564,2.3318675111953846
123,"Madison County, Missouri",12179.0,42.2,43636.0,24418.0,1692.0,13.892766236965269,1.855653173495361
217,"Vernon County, Missouri",20595.0,40.8,43276.0,24312.0,2923.0,14.192765234280165,1.917941247875698
147,"Nodaway County, Missouri",22359.0,29.7,44232.0,22915.0,4263.0,19.06614785992218,1.47591573862874
041,"Chariton County, Missouri",7483.0,45.7,46738.0,23903.0,1013.0,13.53735132968061,1.4699986636375786
223,"Wayne County, Missouri",13195.0,47.5,34316.0,19457.0,3115.0,23.607427055702917,2.2811671087533156
201,"Scott County, Missouri",38633.0,40.0,44139.0,24921.0,7512.0,19.444516346128957,1.9982916159759792
011,"Barton County, Missouri",11797.0,41.3,44125.0,26509.0,2366.0,20.055946427057727,3.3059252352292954
039,"Cedar County, Missouri",14043.0,44.7,39365.0,22623.0,2183.0,15.54511144342377,2.7629423912269457
073,"Gasconade County, Missouri",14711.0,46.2,54885.0,28617.0,1296.0,8.809734212494051,1.3391339813744816
121,"Macon County, Missouri",15199.0,43.3,42746.0,22136.0,1908.0,12.553457464306863,2.315941838278834
149,"Oregon County, Missouri",10647.0,46.4,33601.0,18398.0,2488.0,23.368084906546446,1.3524936601859678
186,"Ste. Genevieve County, Missouri",17848.0,43.3,60129.0,29742.0,2023.0,11.334603316898251,1.787315105333931
067,"Douglas County, Missouri",13306.0,47.3,37425.0,21083.0,2674.0,20.09619720426875,2.3147452277168195
083,"Henry County, Missouri",21735.0,44.1,45795.0,26944.0,4509.0,20.74534161490683,2.6593052680009204
109,"Lawrence County, Missouri",38204.0,39.4,44742.0,22957.0,6306.0,16.506125013087633,2.9159250340278504
169,"Pulaski County, Missouri",52425.0,27.6,53492.0,23651.0,6497.0,12.392942298521698,2.1192179303767285
